k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train n_subsample val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 5 14 0.036 10 1 0.0005 11.285 0.6271 0.08432 0.087235 0 0.0039683 0.012788 0.070174 156.74 58000 100 0.6071 0.09075 0.087058 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 0.00075 11.285 0.6268 0.084146 0.086308 0 0.0039133 0.012384 0.069707 156.4 58000 100 0.6071 0.09075 0.086432 43 39 51 58 87 93 98 119 136 129 147 
10 5 14 0.036 10 1 0.001 11.285 0.6267 0.084121 0.091442 0 0.0038857 0.016633 0.070616 156.09 58000 100 0.6068 0.090604 0.086922 43 39 51 58 87 93 98 120 135 129 147 
10 5 14 0.036 10 1 0.001375 11.285 0.6252 0.084009 0.085403 0 0.0039303 0.012402 0.06875 154.07 58000 100 0.6039 0.090385 0.085129 43 39 52 58 87 95 97 120 136 128 145 
10 5 14 0.036 10 1 0.00175 11.285 0.62 0.083423 0.083616 0 0.0039493 0.012398 0.06697 150.04 58000 100 0.5992 0.089669 0.08369 43 39 54 62 89 91 97 124 135 134 132 
10 5 14 0.036 10 1 0.0025 11.285 0.6038 0.083509 0.079684 0 0.0038581 0.012448 0.063076 139.46 58000 100 0.5819 0.088631 0.079278 48 39 60 62 97 93 98 130 130 128 115 
10 5 14 0.036 10 1 0.00375 11.285 0.5531 0.081392 0.067707 0 0.0036844 0.012599 0.05112 110.41 58000 100 0.5282 0.086471 0.066953 52 54 69 76 124 96 122 113 114 100 80 
10 5 14 0.036 10 1 0.005 11.285 0.5107 0.081377 0.059612 0 0.0035341 0.01246 0.043315 91.303 58000 100 0.488 0.085862 0.058134 66 63 87 88 122 116 112 103 96 93 54 
10 5 14 0.036 10 1 0.0075 11.285 0.3837 0.078142 0.036205 0 0.0030468 0.012501 0.020375 38.655 58000 100 0.3604 0.078831 0.035782 138 113 114 126 132 96 80 73 58 45 25 
10 5 14 0.036 10 1 0.01 11.285 0.3295 0.068889 0.0325 0 0.0029645 0.012087 0.017153 31.963 58000 100 0.3133 0.070824 0.032454 172 134 136 134 125 90 65 56 48 29 11 
10 10 12 0.036 10 1 1e-07 6.80134 0.9317 0.018784 0.35469 0 0.0059825 0.023964 0.3245 901.22 58000 100 0.9183 0.023479 0.35638 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 1.375e-07 6.8013 0.9317 0.018784 0.35789 0 0.0046172 0.026215 0.32671 901.22 58000 100 0.9183 0.023479 0.35528 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 1.75e-07 6.8013 0.9317 0.018784 0.35008 0 0.0048501 0.021435 0.32347 901.22 58000 100 0.9183 0.023479 0.42194 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 2.5e-07 6.8013 0.9317 0.018784 0.39577 0 0.0050023 0.025619 0.36481 901.22 58000 100 0.9183 0.023479 0.39874 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 3.75e-07 6.8013 0.9317 0.018784 0.3956 0 0.0050802 0.025546 0.36463 901.22 58000 100 0.9183 0.023479 0.39784 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 5e-07 6.8013 0.9317 0.018784 0.38522 0 0.0053465 0.021112 0.35843 901.22 58000 100 0.9183 0.023479 0.3892 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 7.5e-07 6.8013 0.9317 0.018784 0.38415 0 0.0051846 0.020458 0.35819 901.22 58000 100 0.9183 0.023479 0.39067 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 1e-06 6.8013 0.9317 0.018784 0.38412 0 0.0052906 0.02063 0.35786 901.22 58000 100 0.9183 0.023479 0.39018 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 1.375e-06 6.8013 0.9317 0.018784 0.38616 0 0.0051035 0.020629 0.36009 901.22 58000 100 0.9183 0.023479 0.39156 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 1.75e-06 6.8013 0.9317 0.018784 0.39292 0 0.0050539 0.025416 0.36211 901.22 58000 100 0.9183 0.023479 0.39814 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 2.5e-06 6.8013 0.9317 0.018784 0.38884 0 0.0053089 0.021742 0.36144 901.22 58000 100 0.9183 0.023479 0.39143 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 3.75e-06 6.8013 0.9317 0.018784 0.40515 0 0.0054951 0.022771 0.37655 901.22 58000 100 0.9183 0.023479 0.36941 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 5e-06 6.8013 0.9317 0.018784 0.36089 0 0.0057237 0.020524 0.33432 901.22 58000 100 0.9183 0.023479 0.36571 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 7.5e-06 6.8013 0.9317 0.018784 0.36763 0 0.0050057 0.024906 0.3374 901.22 58000 100 0.9183 0.023479 0.37135 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 1e-05 6.8013 0.9317 0.018784 0.36042 0 0.0050304 0.020445 0.33463 901.22 58000 100 0.9183 0.023479 0.36597 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 1.375e-05 6.8013 0.9317 0.018784 0.36136 0 0.0051527 0.020544 0.33534 901.22 58000 100 0.9183 0.023479 0.36457 3 0 1 3 11 13 23 36 63 167 680 
10 10 12 0.036 10 1 1.75e-05 6.8013 0.9317 0.018784 0.36056 0 0.0050146 0.020537 0.33469 901.22 58000 100 0.9183 0.023479 0.36649 3 0 1 3 11 13 23 36 63 167 680 
