k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 10 15 0.0104 10 1 70 4.2865 0 0 0.025086 0 0.0055328 0.019299 3.98e-05 0 98000 0 0 0.024806 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 80 4.2865 0 0 0.025 0 0.0055168 0.019231 3.7373e-05 0 98000 0 0 0.024762 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 90 4.2865 0 0 0.024993 0 0.0054584 0.019277 3.9194e-05 0 98000 0 0 0.024735 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 100 4.2865 0 0 0.024976 0 0.005489 0.019236 3.7206e-05 0 98000 0 0 0.024805 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 125 4.2865 0 0 0.025035 0 0.0055235 0.019257 3.991e-05 0 98000 0 0 0.024581 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 150 4.2865 0 0 0.025053 0 0.0055498 0.019252 3.7661e-05 0 98000 0 0 0.024807 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 175 4.2865 0 0 0.02506 0 0.0055195 0.019286 3.9873e-05 0 98000 0 0 0.024848 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 200 4.2865 0 0 0.024966 0 0.0054875 0.019222 3.7813e-05 0 98000 0 0 0.024759 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 250 4.2865 0 0 0.02497 0 0.0055196 0.019193 3.9848e-05 0 98000 0 0 0.024775 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 300 4.2865 0 0 0.025131 0 0.0055699 0.019305 3.7549e-05 0 98000 0 0 0.024781 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 400 4.2865 0 0 0.024995 0 0.0054929 0.019249 3.9908e-05 0 98000 0 0 0.024785 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 500 4.2865 0 0 0.025052 0 0.0055008 0.019299 3.7224e-05 0 98000 0 0 0.024841 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 750 4.2865 0 0 0.024985 0 0.005503 0.019228 3.9251e-05 0 98000 0 0 0.024769 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 1000 4.2865 0 0 0.02502 0 0.005486 0.019282 3.7795e-05 0 98000 0 0 0.024722 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 1250 4.2865 0 0 0.024966 0 0.0054792 0.019233 3.9251e-05 0 98000 0 0 0.024744 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 1500 4.2865 0 0 0.024929 0 0.0054949 0.019179 3.7711e-05 0 98000 0 0 0.024726 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 2000 4.2865 0 0 0.024951 0 0.0054949 0.019202 3.9214e-05 0 98000 0 0 0.024877 1000 0 0 0 0 0 0 0 0 0 0 
10 15 13 0.0104 10 1 1 4.06858 0.8381 0.033412 4.4159 0 0.024091 0.0667 4.3247 1031.9 98000 0.8492 0.03083 4.6818 0 2 7 9 26 44 67 114 139 218 374 
10 15 13 0.0104 10 1 2 4.0686 0.7202 0.060673 1.096 0 0.02039 0.058668 1.0165 280.1 98000 0.7316 0.055517 1.0384 5 12 30 56 60 94 93 108 151 180 211 
10 15 13 0.0104 10 1 3 4.0686 0.6268 0.075297 0.49099 0 0.012181 0.031804 0.44674 136.83 98000 0.6346 0.068571 0.48639 16 33 63 78 99 100 98 115 131 132 135 
10 15 13 0.0104 10 1 4 4.0686 0.5515 0.081579 0.3002 0 0.017961 0.036079 0.24584 82.828 98000 0.5597 0.075281 0.30368 36 51 97 107 91 100 112 104 122 91 89 
10 15 13 0.0104 10 1 5 4.0686 0.4825 0.083347 0.19669 0 0.010571 0.029916 0.15596 55.839 98000 0.4989 0.078307 0.194 59 87 119 113 99 94 116 83 104 74 52 
10 15 13 0.0104 10 1 6 4.0686 0.43 0.085205 0.14804 0 0.010369 0.02669 0.11067 40.121 98000 0.4429 0.078768 0.14729 87 132 109 128 99 84 98 83 82 55 43 
